,appid,total_playtime,appname,lat,lon,country
11375,730,110,Counter-Strike: Global Offensive,52.6139686,0.8864021,GB
11404,730,90925,Counter-Strike: Global Offensive,-11.0073376,-66.058249,BO
11523,230410,35,Warframe,-11.0073376,-66.058249,BO
11532,300,448,Day of Defeat: Source,59.13299639999999,11.387457,NO
11534,220,1044,Half-Life 2,59.13299639999999,11.387457,NO
11559,380,178,Half-Life 2: Episode One,59.13299639999999,11.387457,NO
11570,240,29663,Counter-Strike: Source,59.13299639999999,11.387457,NO
11663,4000,68445,Garry's Mod,59.13299639999999,11.387457,NO
11677,420,383,Half-Life 2: Episode Two,59.13299639999999,11.387457,NO
11695,500,3897,Left 4 Dead,59.13299639999999,11.387457,NO
11741,22200,293,Zeno Clash,59.13299639999999,11.387457,NO
11745,1250,1136,Killing Floor,59.13299639999999,11.387457,NO
11797,550,2780,Left 4 Dead 2,59.13299639999999,11.387457,NO
11830,8190,412,Just Cause 2,59.13299639999999,11.387457,NO
11840,400,35,Portal,59.13299639999999,11.387457,NO
11841,8930,1689,Sid Meier's Civilization V,59.13299639999999,11.387457,NO
11857,22610,310,Alien Breed: Impact,59.13299639999999,11.387457,NO
11861,620,1193,Portal 2,59.13299639999999,11.387457,NO
11893,105600,543,Terraria,59.13299639999999,11.387457,NO
11917,50130,766,Mafia II (Classic),59.13299639999999,11.387457,NO
11955,22230,13,Rock of Ages,59.13299639999999,11.387457,NO
11956,113200,464,The Binding of Isaac,59.13299639999999,11.387457,NO
11965,21100,67,F.E.A.R. 3,59.13299639999999,11.387457,NO
11966,201570,20,Really Big Sky,59.13299639999999,11.387457,NO
11969,67370,487,The Darkness II,59.13299639999999,11.387457,NO
11989,48000,242,LIMBO,59.13299639999999,11.387457,NO
11990,22380,586,Fallout: New Vegas,59.13299639999999,11.387457,NO
11992,204100,687,Max Payne 3,59.13299639999999,11.387457,NO
12008,107100,566,Bastion,59.13299639999999,11.387457,NO
12017,108710,930,Alan Wake,59.13299639999999,11.387457,NO
12052,730,79505,Counter-Strike: Global Offensive,59.13299639999999,11.387457,NO
12205,215510,133,Rocketbirds: Hardboiled Chicken,59.13299639999999,11.387457,NO
12213,200260,321,Batman: Arkham City GOTY,59.13299639999999,11.387457,NO
12220,214560,236,Mark of the Ninja,59.13299639999999,11.387457,NO
12228,219150,122,Hotline Miami,59.13299639999999,11.387457,NO
12235,223470,1514,POSTAL 2,59.13299639999999,11.387457,NO
12291,214510,424,LEGO® The Lord of the Rings™,59.13299639999999,11.387457,NO
12298,113020,156,Monaco,59.13299639999999,11.387457,NO
12300,227300,631,Euro Truck Simulator 2,59.13299639999999,11.387457,NO
12305,238960,1498,Path of Exile,59.13299639999999,11.387457,NO
12315,224260,703,No More Room in Hell,59.13299639999999,11.387457,NO
12323,204240,33,The Bridge,59.13299639999999,11.387457,NO
12324,225260,582,Brütal Legend,59.13299639999999,11.387457,NO
12335,221380,1488,Age of Empires II (2013),59.13299639999999,11.387457,NO
12349,233740,386,Organ Trail: Director's Cut,59.13299639999999,11.387457,NO
12359,233450,4117,Prison Architect,59.13299639999999,11.387457,NO
12361,224760,376,FEZ,59.13299639999999,11.387457,NO
12367,215690,526,Zeno Clash 2,59.13299639999999,11.387457,NO
12383,65930,617,The Bureau: XCOM Declassified,59.13299639999999,11.387457,NO
12397,35450,2388,Rising Storm/Red Orchestra 2 Multiplayer,59.13299639999999,11.387457,NO
12421,10680,123,Aliens vs. Predator,59.13299639999999,11.387457,NO
12426,206190,120,Gunpoint,59.13299639999999,11.387457,NO
12437,239450,10,Gun Monkeys,59.13299639999999,11.387457,NO
12438,234390,159,Teleglitch: Die More Edition,59.13299639999999,11.387457,NO
12440,239070,438,Hammerwatch,59.13299639999999,11.387457,NO
12446,218620,2401,PAYDAY 2,59.13299639999999,11.387457,NO
12491,233840,378,Worms Clan Wars,59.13299639999999,11.387457,NO
12496,239820,698,Game Dev Tycoon,59.13299639999999,11.387457,NO
12515,214550,75,Eets Munchies,59.13299639999999,11.387457,NO
12522,207140,297,SpeedRunners,59.13299639999999,11.387457,NO
12530,253030,375,Race The Sun,59.13299639999999,11.387457,NO
12540,227600,375,Castle of Illusion,59.13299639999999,11.387457,NO
12550,107410,2472,Arma 3,59.13299639999999,11.387457,NO
12557,245620,196,Tropico 5,59.13299639999999,11.387457,NO
12563,266130,244,Breach & Clear,59.13299639999999,11.387457,NO
12576,218640,32,Lucius,59.13299639999999,11.387457,NO
12578,271590,2928,Grand Theft Auto V,59.13299639999999,11.387457,NO
12588,271730,36,Light,59.13299639999999,11.387457,NO
12594,274170,678,Hotline Miami 2: Wrong Number,59.13299639999999,11.387457,NO
12605,222880,730,Insurgency,59.13299639999999,11.387457,NO
12615,281990,1362,Stellaris,59.13299639999999,11.387457,NO
12618,282070,116,This War of Mine,59.13299639999999,11.387457,NO
12623,282140,546,SOMA,59.13299639999999,11.387457,NO
12633,254700,192,Resident Evil 4,59.13299639999999,11.387457,NO
12634,233290,587,MURDERED: SOUL SUSPECT™,59.13299639999999,11.387457,NO
12677,63380,66,Sniper Elite V2,59.13299639999999,11.387457,NO
12681,310560,149,DiRT Rally,59.13299639999999,11.387457,NO
12691,312840,177,Fahrenheit: Indigo Prophecy Remastered,59.13299639999999,11.387457,NO
12695,265300,742,Lords Of The Fallen,59.13299639999999,11.387457,NO
12714,203160,1456,Tomb Raider,59.13299639999999,11.387457,NO
12744,48700,5034,Mount & Blade: Warband,59.13299639999999,11.387457,NO
12774,307690,2034,Sleeping Dogs: Definitive Edition,59.13299639999999,11.387457,NO
12814,238320,506,Outlast,59.13299639999999,11.387457,NO
12823,261640,131,Borderlands: The Pre-Sequel,59.13299639999999,11.387457,NO
12825,24240,1682,PAYDAY: The Heist,59.13299639999999,11.387457,NO
12831,211420,435,DARK SOULS™: Prepare To Die Edition,59.13299639999999,11.387457,NO
12834,335240,789,Transformice,59.13299639999999,11.387457,NO
12838,291650,673,Pillars of Eternity,59.13299639999999,11.387457,NO
12841,201810,786,Wolfenstein: The New Order,59.13299639999999,11.387457,NO
12871,350080,1075,Wolfenstein: The Old Blood ,59.13299639999999,11.387457,NO
12904,255710,585,Cities: Skylines,59.13299639999999,11.387457,NO
12916,362890,1145,Black Mesa,59.13299639999999,11.387457,NO
12929,268050,491,The Evil Within,59.13299639999999,11.387457,NO
12938,386940,44,Ultimate Chicken Horse,59.13299639999999,11.387457,NO
12940,387290,102,Ori and the Blind Forest: Definitive Edition,59.13299639999999,11.387457,NO
12947,388880,220,Oxenfree,59.13299639999999,11.387457,NO
12948,234140,1019,Mad Max,59.13299639999999,11.387457,NO
12962,391720,457,Layers of Fear,59.13299639999999,11.387457,NO
12970,236110,108,Dungeon Defenders II,59.13299639999999,11.387457,NO
12974,214490,223,Alien: Isolation,59.13299639999999,11.387457,NO
12987,413150,4354,Stardew Valley,59.13299639999999,11.387457,NO
12998,421120,153,Samorost 3,59.13299639999999,11.387457,NO
13010,268500,822,XCOM 2,59.13299639999999,11.387457,NO
13029,239140,599,Dying Light,59.13299639999999,11.387457,NO
13034,431240,267,Golf With Your Friends,59.13299639999999,11.387457,NO
13042,391220,1549,Rise of the Tomb Raider,59.13299639999999,11.387457,NO
13096,231430,40928,Company of Heroes 2,59.13299639999999,11.387457,NO
13339,236690,131,Blood Bowl 2,59.13299639999999,11.387457,NO
13342,236870,808,HITMAN™,59.13299639999999,11.387457,NO
13353,346850,131,Chip's Challenge 1,59.13299639999999,11.387457,NO
13354,240,54035,Counter-Strike: Source,53.7190281,-2.0727839,GB
13456,4000,34,Garry's Mod,53.7190281,-2.0727839,GB
13458,10180,243,Call of Duty: Modern Warfare 2,53.7190281,-2.0727839,GB
13473,42700,751,Call of Duty: Black Ops,53.7190281,-2.0727839,GB
13475,42710,12417,Call of Duty: Black Ops - Multiplayer,53.7190281,-2.0727839,GB
13476,42680,308,Call of Duty: Modern Warfare 3,53.7190281,-2.0727839,GB
13482,730,135174,Counter-Strike: Global Offensive,53.7190281,-2.0727839,GB
13649,202990,98268,Call of Duty: Black Ops II - Multiplayer,53.7190281,-2.0727839,GB
13652,268850,18,EVGA Precision X1,53.7190281,-2.0727839,GB
13657,311210,8616,Call of Duty: Black Ops III,53.7190281,-2.0727839,GB
13660,4000,51,Garry's Mod,60.12816100000001,18.643501,SE
13662,13210,1157,Unreal Tournament 3: Black Edition,60.12816100000001,18.643501,SE
13665,1250,38,Killing Floor,60.12816100000001,18.643501,SE
13667,10180,2599,Call of Duty: Modern Warfare 2,60.12816100000001,18.643501,SE
13699,550,290,Left 4 Dead 2,60.12816100000001,18.643501,SE
13703,8190,1313,Just Cause 2,60.12816100000001,18.643501,SE
13719,42910,1244,Magicka,60.12816100000001,18.643501,SE
13750,400,114,Portal,60.12816100000001,18.643501,SE
13756,620,554,Portal 2,60.12816100000001,18.643501,SE
13766,48700,1639,Mount & Blade: Warband,60.12816100000001,18.643501,SE
13772,105600,2179,Terraria,60.12816100000001,18.643501,SE
13800,91310,1083,Dead Island,60.12816100000001,18.643501,SE
13821,72850,4043,The Elder Scrolls V: Skyrim,60.12816100000001,18.643501,SE
13842,55230,339,Saints Row: The Third,60.12816100000001,18.643501,SE
13849,102600,134,Orcs Must Die!,60.12816100000001,18.643501,SE
13857,58610,850,Wargame: European Escalation,60.12816100000001,18.643501,SE
13859,108710,56,Alan Wake,60.12816100000001,18.643501,SE
13864,208140,2961,ENDLESS™ Space - Definitive Edition,60.12816100000001,18.643501,SE
13873,104900,781,ORION: Prelude,60.12816100000001,18.643501,SE
13894,49520,1490,Borderlands 2,60.12816100000001,18.643501,SE
13911,730,911,Counter-Strike: Global Offensive,60.12816100000001,18.643501,SE
13954,200710,1303,Torchlight II,60.12816100000001,18.643501,SE
14002,219640,308,Chivalry: Medieval Warfare,60.12816100000001,18.643501,SE
14003,219150,18,Hotline Miami,60.12816100000001,18.643501,SE
14004,43110,63,Metro 2033,60.12816100000001,18.643501,SE
14005,227300,572,Euro Truck Simulator 2,60.12816100000001,18.643501,SE
14006,204080,47,The Showdown Effect,60.12816100000001,18.643501,SE
14007,99900,295,Spiral Knights,60.12816100000001,18.643501,SE
14017,113400,593,APB Reloaded,60.12816100000001,18.643501,SE
14022,230410,11209,Warframe,60.12816100000001,18.643501,SE
14099,236390,12124,War Thunder,60.12816100000001,18.643501,SE
14109,262410,4,World of Guns: Gun Disassembly,60.12816100000001,18.643501,SE
14110,206500,109,AirMech Strike,60.12816100000001,18.643501,SE
14113,107410,19238,Arma 3,60.12816100000001,18.643501,SE
14126,233250,2185,Planetary Annihilation,60.12816100000001,18.643501,SE
14129,231430,2876,Company of Heroes 2,60.12816100000001,18.643501,SE
14152,221680,590,Rocksmith® 2014 Edition - Remastered,60.12816100000001,18.643501,SE
14157,248820,286,Risk of Rain,60.12816100000001,18.643501,SE
14162,239820,484,Game Dev Tycoon,60.12816100000001,18.643501,SE
14177,2870,113,X Rebirth,60.12816100000001,18.643501,SE
14179,247000,853,Talisman: Digital Edition,60.12816100000001,18.643501,SE
14184,221910,271,The Stanley Parable,60.12816100000001,18.643501,SE
14187,270880,1081,American Truck Simulator,60.12816100000001,18.643501,SE
14193,8930,8959,Sid Meier's Civilization V,60.12816100000001,18.643501,SE
14229,222880,2258,Insurgency,60.12816100000001,18.643501,SE
14251,281990,21679,Stellaris,60.12816100000001,18.643501,SE
14262,246620,215,Plague Inc: Evolved,60.12816100000001,18.643501,SE
14270,236430,944,DARK SOULS™ II,60.12816100000001,18.643501,SE
14274,35450,3986,Rising Storm/Red Orchestra 2 Multiplayer,60.12816100000001,18.643501,SE
14295,311690,172,Enter the Gungeon,60.12816100000001,18.643501,SE
14296,316010,115,Magic Duels,60.12816100000001,18.643501,SE
14300,200110,87,Nosgoth,60.12816100000001,18.643501,SE
14302,320040,120,Moon Hunters,60.12816100000001,18.643501,SE
14308,221380,2205,Age of Empires II (2013),60.12816100000001,18.643501,SE
14336,209650,505,Call of Duty: Advanced Warfare,60.12816100000001,18.643501,SE
14360,258970,94,Gauntlet™ ,60.12816100000001,18.643501,SE
14361,24240,80,PAYDAY: The Heist,60.12816100000001,18.643501,SE
14363,274940,1161,Depth,60.12816100000001,18.643501,SE
14380,333930,631,Dirty Bomb,60.12816100000001,18.643501,SE
14395,249050,803,Dungeon of the ENDLESS™,60.12816100000001,18.643501,SE
14405,342200,250,MechWarrior Online,60.12816100000001,18.643501,SE
14408,346900,9749,AdVenture Capitalist,60.12816100000001,18.643501,SE
14421,255710,4104,Cities: Skylines,60.12816100000001,18.643501,SE
14427,235540,102,Warhammer: End Times - Vermintide,60.12816100000001,18.643501,SE
14437,232090,231,Killing Floor 2,60.12816100000001,18.643501,SE
14440,363970,1868,Clicker Heroes,60.12816100000001,18.643501,SE
14461,374320,1138,DARK SOULS™ III,60.12816100000001,18.643501,SE
14473,375480,80,Chronicon,60.12816100000001,18.643501,SE
14485,341940,106,Hatred,60.12816100000001,18.643501,SE
14496,386360,531,SMITE,60.12816100000001,18.643501,SE
14516,413150,444,Stardew Valley,60.12816100000001,18.643501,SE
14519,289130,4512,ENDLESS™ Legend,60.12816100000001,18.643501,SE
14542,268500,1009,XCOM 2,60.12816100000001,18.643501,SE
14557,431240,650,Golf With Your Friends,60.12816100000001,18.643501,SE
14564,205950,5,Jet Set Radio,60.12816100000001,18.643501,SE
14565,292030,3679,The Witcher 3: Wild Hunt,60.12816100000001,18.643501,SE
14590,236690,476,Blood Bowl 2,60.12816100000001,18.643501,SE
14598,10500,39476,Total War: EMPIRE - Definitive Edition,43.296482,5.36978,FR
14619,550,519,Left 4 Dead 2,43.296482,5.36978,FR
14630,41300,28992,Altitude,43.296482,5.36978,FR
14675,34030,6566,Total War: NAPOLEON - Definitive Edition,43.296482,5.36978,FR
14700,48700,61085,Mount & Blade: Warband,43.296482,5.36978,FR
14714,48720,8226,Mount & Blade: With Fire and Sword,43.296482,5.36978,FR
14720,32800,547,The Lord of the Rings: War in the North,43.296482,5.36978,FR
14750,730,265,Counter-Strike: Global Offensive,43.296482,5.36978,FR
14779,202970,725,Call of Duty: Black Ops II,43.296482,5.36978,FR
14798,202990,13861,Call of Duty: Black Ops II - Multiplayer,43.296482,5.36978,FR
14802,205100,682,Dishonored,43.296482,5.36978,FR
14826,246280,77,Happy Wars,43.296482,5.36978,FR
14828,34870,519,Sniper Ghost Warrior 2,43.296482,5.36978,FR
14843,218620,141,PAYDAY 2,43.296482,5.36978,FR
14850,252950,43162,Rocket League,43.296482,5.36978,FR
14888,8930,414,Sid Meier's Civilization V,43.296482,5.36978,FR
14903,241930,910,Middle-earth™: Shadow of Mordor™,43.296482,5.36978,FR
14931,282070,399,This War of Mine,43.296482,5.36978,FR
14938,292030,3167,The Witcher 3: Wild Hunt,43.296482,5.36978,FR
14961,34330,1978,Total War: SHOGUN 2,43.296482,5.36978,FR
14971,374320,91,DARK SOULS™ III,43.296482,5.36978,FR
14974,239140,1037,Dying Light,43.296482,5.36978,FR
14999,240,2165,Counter-Strike: Source,36.778261,-119.4179324,US
15041,4000,9201,Garry's Mod,36.778261,-119.4179324,US
15049,550,672,Left 4 Dead 2,36.778261,-119.4179324,US
15062,31280,148,Poker Night at the Inventory,36.778261,-119.4179324,US
15073,620,5335,Portal 2,36.778261,-119.4179324,US
15122,730,98085,Counter-Strike: Global Offensive,36.778261,-119.4179324,US
15243,200710,375,Torchlight II,36.778261,-119.4179324,US
15269,208090,4,Loadout,36.778261,-119.4179324,US
15270,230410,26464,Warframe,36.778261,-119.4179324,US
15384,265630,37,Fistful of Frags,36.778261,-119.4179324,US
15385,286100,1,You Have to Win the Game,36.778261,-119.4179324,US
15386,236090,209,Dust: An Elysian Tail,36.778261,-119.4179324,US
15397,206420,141,Saints Row IV,36.778261,-119.4179324,US
15403,245170,225,Skullgirls 2nd Encore,36.778261,-119.4179324,US
15404,261180,120,Lethal League,36.778261,-119.4179324,US
15410,261570,721,Ori and the Blind Forest,36.778261,-119.4179324,US
15430,264200,53,One Finger Death Punch,36.778261,-119.4179324,US
15458,286160,364,Tabletop Simulator,36.778261,-119.4179324,US
15461,236430,10071,DARK SOULS™ II,36.778261,-119.4179324,US
15487,311930,57,Tinertia,36.778261,-119.4179324,US
15489,9880,123,Champions Online,36.778261,-119.4179324,US
15495,247080,88,Crypt of the NecroDancer,36.778261,-119.4179324,US
15497,211420,5966,DARK SOULS™: Prepare To Die Edition,36.778261,-119.4179324,US
15520,338170,111,Ratz Instagib 2.0,36.778261,-119.4179324,US
15521,307780,759,Mortal Kombat X,36.778261,-119.4179324,US
15532,335300,2095,DARK SOULS™ II: Scholar of the First Sin,36.778261,-119.4179324,US
15549,314410,345,Rampage Knights,36.778261,-119.4179324,US
15569,374320,4431,DARK SOULS™ III,36.778261,-119.4179324,US
15602,377160,825,Fallout 4,36.778261,-119.4179324,US
15614,386940,137,Ultimate Chicken Horse,36.778261,-119.4179324,US
15621,411960,70,TY the Tasmanian Tiger,36.778261,-119.4179324,US
15624,434570,15,Blood and Bacon,36.778261,-119.4179324,US
15627,310950,69,Street Fighter V,36.778261,-119.4179324,US
15630,220,477,Half-Life 2,37.09024,-95.712891,US
15638,380,349,Half-Life 2: Episode One,37.09024,-95.712891,US
15645,4000,431,Garry's Mod,37.09024,-95.712891,US
15648,420,969,Half-Life 2: Episode Two,37.09024,-95.712891,US
15649,500,3484,Left 4 Dead,37.09024,-95.712891,US
15683,1250,384,Killing Floor,37.09024,-95.712891,US
15692,10180,1021,Call of Duty: Modern Warfare 2,37.09024,-95.712891,US
15715,550,9973,Left 4 Dead 2,37.09024,-95.712891,US
15761,400,144,Portal,37.09024,-95.712891,US
15767,63700,104,BIT.TRIP BEAT,37.09024,-95.712891,US
15774,31280,326,Poker Night at the Inventory,37.09024,-95.712891,US
15787,37800,9,QuantZ,37.09024,-95.712891,US
15788,57200,18,Puzzle Dimension,37.09024,-95.712891,US
15790,44200,11,Galcon Fusion,37.09024,-95.712891,US
15791,42910,2200,Magicka,37.09024,-95.712891,US
15827,8980,356,Borderlands GOTY,37.09024,-95.712891,US
15840,620,2100,Portal 2,37.09024,-95.712891,US
15873,12900,67,Audiosurf,37.09024,-95.712891,US
15878,40800,109,Super Meat Boy,37.09024,-95.712891,US
15882,105600,16077,Terraria,37.09024,-95.712891,US
15959,91700,94,E.Y.E: Divine Cybermancy,37.09024,-95.712891,US
15967,94590,325,Puzzle Agent 2,37.09024,-95.712891,US
16011,42680,780,Call of Duty: Modern Warfare 3,37.09024,-95.712891,US
16030,113200,4662,The Binding of Isaac,37.09024,-95.712891,US
16062,71340,4143,Sonic Generations,37.09024,-95.712891,US
16092,72850,3786,The Elder Scrolls V: Skyrim,37.09024,-95.712891,US
16100,200900,1885,Cave Story+,37.09024,-95.712891,US
16150,35720,13,Trine 2,37.09024,-95.712891,US
16151,105800,161,PixelJunk Eden,37.09024,-95.712891,US
16154,22380,2729,Fallout: New Vegas,37.09024,-95.712891,US
16173,209330,1088,A Valley Without Wind,37.09024,-95.712891,US
16203,228320,1850,A Valley Without Wind 2,37.09024,-95.712891,US
16242,207610,209,The Walking Dead,37.09024,-95.712891,US
16250,211360,205,Offspring Fling!,37.09024,-95.712891,US
16251,211420,190,DARK SOULS™: Prepare To Die Edition,37.09024,-95.712891,US
16255,61730,259,Critter Crunch,37.09024,-95.712891,US
16257,205950,36,Jet Set Radio,37.09024,-95.712891,US
16259,8930,56,Sid Meier's Civilization V,37.09024,-95.712891,US
16262,219150,37,Hotline Miami,37.09024,-95.712891,US
16265,220780,39,Thomas Was Alone,37.09024,-95.712891,US
16272,213610,3845,Sonic Adventure™ 2 ,37.09024,-95.712891,US
16276,218680,24,Scribblenauts Unlimited,37.09024,-95.712891,US
16278,71250,911,Sonic Adventure DX,37.09024,-95.712891,US
16291,71260,353,Space Channel 5: Part 2,37.09024,-95.712891,US
16295,227100,165,Sniper Elite: Nazi Zombie Army,37.09024,-95.712891,US
16297,200210,754,Realm of the Mad God Exalt,37.09024,-95.712891,US
16309,230410,24852,Warframe,37.09024,-95.712891,US
16418,107410,649,Arma 3,37.09024,-95.712891,US
16421,203650,107,SONIC THE HEDGEHOG 4 Episode II,37.09024,-95.712891,US
16423,212480,27,Sonic & All-Stars Racing Transformed Collection,37.09024,-95.712891,US
16424,224760,1123,FEZ,37.09024,-95.712891,US
16431,236090,479,Dust: An Elysian Tail,37.09024,-95.712891,US
16445,39140,45,FINAL FANTASY VII,37.09024,-95.712891,US
16446,214770,20,Guacamelee! Gold Edition,37.09024,-95.712891,US
16452,248310,475,Freedom Planet,37.09024,-95.712891,US
16462,248820,4802,Risk of Rain,37.09024,-95.712891,US
16477,239350,29,Spelunky,37.09024,-95.712891,US
16478,238280,1343,Legend of Dungeon,37.09024,-95.712891,US
16481,250900,25953,The Binding of Isaac: Rebirth,37.09024,-95.712891,US
16691,252950,36,Rocket League,37.09024,-95.712891,US
16695,236450,319,PAC-MAN Championship Edition DX+,37.09024,-95.712891,US
16705,49520,276,Borderlands 2,37.09024,-95.712891,US
16715,263020,8,STARWHAL,37.09024,-95.712891,US
16719,265930,54,Goat Simulator,37.09024,-95.712891,US
16721,257750,19,Bloody Trapland,37.09024,-95.712891,US
16724,270130,97,The Gallery - Episode 1: Call of the Starseed,37.09024,-95.712891,US
16729,271590,1149,Grand Theft Auto V,37.09024,-95.712891,US
16731,224480,26,Octodad: Dadliest Catch,37.09024,-95.712891,US
16732,286160,200,Tabletop Simulator,37.09024,-95.712891,US
16735,289760,8,ROCKETSROCKETSROCKETS,37.09024,-95.712891,US
16738,292120,71,FINAL FANTASY XIII,37.09024,-95.712891,US
16740,301640,81,Zombie Army Trilogy,37.09024,-95.712891,US
16744,258970,116,Gauntlet™ ,37.09024,-95.712891,US
16747,312530,153,Duck Game,37.09024,-95.712891,US
16748,313630,27,The Solus Project,37.09024,-95.712891,US
16751,247080,3385,Crypt of the NecroDancer,37.09024,-95.712891,US
16752,241540,5,State of Decay,37.09024,-95.712891,US
16753,327880,80,Sublevel Zero Redux,37.09024,-95.712891,US
16754,305620,238,The Long Dark,37.09024,-95.712891,US
16755,334230,115,Town of Salem,37.09024,-95.712891,US
16759,335300,2622,DARK SOULS™ II: Scholar of the First Sin,37.09024,-95.712891,US
16773,242680,88,Nuclear Throne,37.09024,-95.712891,US
16779,232090,350,Killing Floor 2,37.09024,-95.712891,US
16781,372360,123,Tales of Symphonia,37.09024,-95.712891,US
16783,374040,170,Portal Knights,37.09024,-95.712891,US
16786,374320,971,DARK SOULS™ III,37.09024,-95.712891,US
16795,380220,81,Hover Junkers,37.09024,-95.712891,US
16796,311210,949,Call of Duty: Black Ops III,37.09024,-95.712891,US
16814,411370,959,MELTY BLOOD Actress Again Current Code,37.09024,-95.712891,US
16824,413150,626,Stardew Valley,37.09024,-95.712891,US
16825,239140,1123,Dying Light,37.09024,-95.712891,US
16844,436220,11,A-10 VR,37.09024,-95.712891,US
16845,240,403802,Counter-Strike: Source,51.165691,10.451526,DE
16971,57900,426,Duke Nukem Forever,51.165691,10.451526,DE
16980,730,1442,Counter-Strike: Global Offensive,51.165691,10.451526,DE
17030,300,1237,Day of Defeat: Source,-25.274398,133.775136,AU
17037,240,49335,Counter-Strike: Source,-25.274398,133.775136,AU
17146,4000,67389,Garry's Mod,-25.274398,133.775136,AU
17163,500,24977,Left 4 Dead,-25.274398,133.775136,AU
17227,1250,29316,Killing Floor,-25.274398,133.775136,AU
17429,39800,250,Nation Red,-25.274398,133.775136,AU
17439,10180,4684,Call of Duty: Modern Warfare 2,-25.274398,133.775136,AU
17485,550,17975,Left 4 Dead 2,-25.274398,133.775136,AU
17542,49600,764,Beat Hazard,-25.274398,133.775136,AU
17565,400,699,Portal,-25.274398,133.775136,AU
17571,42700,5099,Call of Duty: Black Ops,-25.274398,133.775136,AU
17597,42710,19040,Call of Duty: Black Ops - Multiplayer,-25.274398,133.775136,AU
17599,8980,8454,Borderlands GOTY,-25.274398,133.775136,AU
17650,31280,195,Poker Night at the Inventory,-25.274398,133.775136,AU
17664,42910,3062,Magicka,-25.274398,133.775136,AU
17706,70000,422,Dino D-Day,-25.274398,133.775136,AU
17722,63200,1646,Monday Night Combat,-25.274398,133.775136,AU
17739,321040,157,DiRT 3 Complete Edition,-25.274398,133.775136,AU
17742,620,2969,Portal 2,-25.274398,133.775136,AU
17771,22350,49,BRINK,-25.274398,133.775136,AU
17775,34830,657,Sniper: Ghost Warrior,-25.274398,133.775136,AU
17789,91310,5381,Dead Island,-25.274398,133.775136,AU
17829,35450,14110,Rising Storm/Red Orchestra 2 Multiplayer,-25.274398,133.775136,AU
17875,72850,39024,The Elder Scrolls V: Skyrim,-25.274398,133.775136,AU
17923,42680,2093,Call of Duty: Modern Warfare 3,-25.274398,133.775136,AU
17955,55230,13754,Saints Row: The Third,-25.274398,133.775136,AU
18013,207610,49,The Walking Dead,-25.274398,133.775136,AU
18017,63380,915,Sniper Elite V2,-25.274398,133.775136,AU
18044,730,34259,Counter-Strike: Global Offensive,-25.274398,133.775136,AU
18182,202970,1504,Call of Duty: Black Ops II,-25.274398,133.775136,AU
18207,202990,7896,Call of Duty: Black Ops II - Multiplayer,-25.274398,133.775136,AU
18209,43110,174,Metro 2033,-25.274398,133.775136,AU
18211,203140,4305,Hitman: Absolution,-25.274398,133.775136,AU
18250,99900,1950,Spiral Knights,-25.274398,133.775136,AU
18276,99910,4043,Puzzle Pirates,-25.274398,133.775136,AU
18291,104700,417,Super Monday Night Combat,-25.274398,133.775136,AU
18293,113400,62086,APB Reloaded,-25.274398,133.775136,AU
18324,208090,2318,Loadout,-25.274398,133.775136,AU
18336,213650,224,Dwarfs F2P,-25.274398,133.775136,AU
18337,230410,89388,Warframe,-25.274398,133.775136,AU
18453,209870,4420,Blacklight: Retribution,-25.274398,133.775136,AU
18461,214420,353,Gear Up,-25.274398,133.775136,AU
18473,262410,1611,World of Guns: Gun Disassembly,-25.274398,133.775136,AU
18505,224260,385,No More Room in Hell,-25.274398,133.775136,AU
18515,239220,553,The Mighty Quest For Epic Loot,-25.274398,133.775136,AU
18528,227100,674,Sniper Elite: Nazi Zombie Army,-25.274398,133.775136,AU
18542,8870,1043,BioShock Infinite,-25.274398,133.775136,AU
18574,234710,569,Poker Night 2,-25.274398,133.775136,AU
18584,231430,3499,Company of Heroes 2,-25.274398,133.775136,AU
18605,218620,85550,PAYDAY 2,-25.274398,133.775136,AU
18965,206420,3241,Saints Row IV,-25.274398,133.775136,AU
18999,107410,8281,Arma 3,-25.274398,133.775136,AU
19005,49520,22144,Borderlands 2,-25.274398,133.775136,AU
19055,271590,147624,Grand Theft Auto V,-25.274398,133.775136,AU
19084,222880,9144,Insurgency,-25.274398,133.775136,AU
19133,201810,662,Wolfenstein: The New Order,-25.274398,133.775136,AU
19155,301640,392,Zombie Army Trilogy,-25.274398,133.775136,AU
19180,238090,2184,Sniper Elite 3,-25.274398,133.775136,AU
19196,342200,5232,MechWarrior Online,-25.274398,133.775136,AU
19206,232090,26069,Killing Floor 2,-25.274398,133.775136,AU
19291,8850,664,BioShock 2,-25.274398,133.775136,AU
19317,431240,253,Golf With Your Friends,-25.274398,133.775136,AU
19324,220,2055,Half-Life 2,60.12816100000001,18.643501,SE
19357,240,242,Counter-Strike: Source,60.12816100000001,18.643501,SE
19370,380,371,Half-Life 2: Episode One,60.12816100000001,18.643501,SE
19383,3830,560,Psychonauts,60.12816100000001,18.643501,SE
19394,400,105,Portal,60.12816100000001,18.643501,SE
19405,420,303,Half-Life 2: Episode Two,60.12816100000001,18.643501,SE
19427,12900,278,Audiosurf,60.12816100000001,18.643501,SE
19433,500,8820,Left 4 Dead,60.12816100000001,18.643501,SE
19492,26800,1314,Braid,60.12816100000001,18.643501,SE
